sourcename sourcetype first_login_usertype qudao_type channel_category credit_bin firstchuo edu chuomode message_count_default boappnum biglinetype usertype jdcredit_score umeng_score risk_score pretax final_score td_3m td_1m cmax omax vcard rph rpo rpc query1m hoverdue2y ooverdue2y coverdue2y repaybin citylevel_bin
广点通 app 发标未成交 APP APP信息流 8 2018-07-31 4无学历 wb 0 1 APP 2发标未成交 NA 487 47 missing 2 1 0 NA NA NA NA NA NA NA NA NA NA 5 4线
资产大额秋成科技 app 发标未成交 APP APP贷超 -1 2018-08-02 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA 516 81 missing NA NA NA NA NA NA NA NA NA NA NA NA NA 5 3线
今日头条大额 app 纯新 APP APP信息流 13 2018-07-15 4无学历 tb 0 1 APP 2发标未成交 702.68 NA 19 02k-05k 40 1 0 NA NA NA NA NA NA NA NA NA NA 2 6线及以下
广点通 app 纯新 APP APP信息流 1 2018-07-19 4无学历 wb 0 1 APP 5纯新 633.96 662 37 missing 26 3 0 1e+05 8e+05 2 0 16500 10897 2 0 0 0 1 5线
广点通 app 成交 APP APP信息流 -1 2018-07-25 4无学历 xiaoe_m -1 0 M站 2成交 NA 310 81 missing 26 33 0 NA NA NA NA NA NA NA NA NA NA 5 4线
百融白名单 app 发标未成交 APP APP贷超 1 2018-07-25 2本科 gjj 0 3 APP 2发标未成交 646.42 801 51 05k-08k 12 0 1 82000 1e+06 9 0 6231 17877 1 0 0 0 1 3线
资产大额秋成科技二 app 发标未成交 APP APP贷超 10 2018-07-31 4无学历 bb 0 2 APP 2发标未成交 NA 386 91 02k-05k 64 0 0 NA NA NA NA NA NA NA NA NA NA 5 3线
粉丝通凯美大额 app 发标未成交 APP APP信息流 5 2018-07-21 4无学历 tb 0 4 APP 2发标未成交 NA 666 63 02k-05k 26 0 1 NA NA NA NA NA NA NA NA NA NA 2 1线
资产大额秋成科技 app 发标未成交 APP APP贷超 7 2018-08-05 4无学历 wb 0 1 APP 2发标未成交 640.6 627 38 missing 25 0 0 NA NA NA NA NA NA NA NA NA NA 2 4线
大额广点通1 app 发标未成交 APP APP信息流 16 2018-07-23 4无学历 bb 1 70 APP 2发标未成交 511.59 501 75 05k-08k 18 3 2 NA NA NA NA NA NA NA NA NA NA 5 4线
亿玛dsp app 纯新 APP APP信息流 -1 2018-07-27 4无学历 xiaoe_m -1 0 M站 1戳额无额度 NA 511 55 missing 90 47 31 NA NA NA NA NA NA NA NA NA NA 1 4线
原点时空大额 app 发标未成交 APP APP信息流 14 2018-07-22 4无学历 tb 6 5 APP 2发标未成交 NA 450 57 missing 15 0 2 NA NA NA NA NA NA NA NA NA NA 5 3线
今日头条大额2 app 有额未发标 APP APP信息流 -1 2018-07-28 4无学历 xiaoe_m -1 0 M站 5纯新 NA 511 46 missing NA NA NA 12000 69000 2 0 NA 6532 0 0 0 3 4 3线
粉丝通凯美大额 app 发标未成交 APP APP信息流 -1 2018-08-09 3专科 xiaoe_m 12 0 M站 2发标未成交 NA 521 45 missing 25 4 2 NA NA NA NA NA NA NA NA NA NA 1 4线
亿玛dsp app 发标未成交 APP APP信息流 -1 2018-08-06 4无学历 xiaoe_m -1 0 M站 2发标未成交 489.42 654 97 missing 45 9 5 NA NA NA NA NA NA NA NA NA NA NA 3线
原点时空大额 app 发标未成交 APP APP信息流 12 2018-07-24 3专科 tb -1 5 APP 2发标未成交 516.38 735 14 02k-05k 87 0 0 NA NA NA NA NA NA NA NA NA NA 3 1线
今日头条大额 app 发标未成交 APP APP信息流 19 2018-08-09 4无学历 wb 0 6 APP 2发标未成交 636.4 652 41 02k-05k 24 4 2 NA NA NA NA NA NA NA NA NA NA 5 6线及以下
今日头条大额 app 纯新 APP APP信息流 3 2018-08-10 4无学历 gjj 0 5 APP 4有额未发标 647.2 NA 64 05k-08k 21 0 1 NA NA NA NA NA NA NA NA NA NA 2 5线
大额广点通1 app 发标未成交 APP APP信息流 3 2018-07-26 4无学历 tb 0 1 APP 2发标未成交 640.45 644 NA missing 35 3 1 47875 14000 2 0 1700 8792 4 0 0 2 4 6线及以下
亿玛dsp app 发标未成交 APP APP信息流 -1 2018-08-01 4无学历 xiaoe_m 0 2 M站 2发标未成交 644.14 488 61 missing 27 1 0 NA NA NA NA NA NA NA NA NA NA 4 3线
大额广点通1 app 纯新 APP APP信息流 2 2018-08-09 4无学历 wb 1 3 APP 1戳额无额度 NA 600 72 02k-05k 13 0 0 NA NA NA NA NA NA NA NA NA NA 4 3线
原点时空大额 app 发标未成交 APP APP信息流 11 2018-07-18 4无学历 tb 6 6 APP 2发标未成交 641.64 524 72 05k-08k 22 0 4 NA NA NA NA NA NA NA NA NA NA 3 3线
资产大额秋成科技 app 发标未成交 APP APP贷超 1 2018-07-28 4无学历 wb 1 8 APP 2发标未成交 738.64 476 62 02k-05k 40 0 0 NA NA NA NA NA NA NA NA NA NA 5 2线
今日头条大额 app 发标未成交 APP APP信息流 1 2018-07-25 3专科 wb 0 5 APP 2发标未成交 637.75 690 48 0-0 39 0 0 79173 92000 15 0 10417 3484 5 0 0 0 2 3线
陌陌信息流大额 app 发标未成交 APP APP信息流 6 2018-07-31 4无学历 tb 2 4 APP 2发标未成交 634.11 NA 44 0-02k 15 0 1 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
广点通 app 纯新 APP APP信息流 14 2018-07-28 4无学历 wb 0 2 APP 1戳额无额度 695.83 NA 67 05k-08k 21 0 0 NA NA NA NA NA NA NA NA NA NA 2 1线
百融白名单 app 发标未成交 APP APP贷超 9 2018-08-03 4无学历 gjj -1 0 APP 2发标未成交 NA 628 33 missing 20 2 1 NA NA NA NA NA NA NA NA NA NA 1 4线
广点通 app 纯新 APP APP信息流 11 2018-07-18 4无学历 wb 0 3 APP 5纯新 646.93 NA 57 02k-05k 6 0 0 NA NA NA NA NA NA NA NA NA NA 4 2线
资产大额秋成科技 app 发标未成交 APP APP贷超 9 2018-07-19 4无学历 wb 0 3 APP 2发标未成交 607.89 665 61 02k-05k 32 6 6 NA NA NA NA NA NA NA NA NA NA 3 1线
今日头条大额2 app 发标未成交 APP APP信息流 2 2018-08-05 4无学历 tb 0 5 APP 2发标未成交 590.47 518 54 0-02k 34 0 4 3000 3500 9 0 79 0 4 0 0 0 5 5线
广点通 app 发标未成交 APP APP信息流 5 2018-08-05 4无学历 wb 11 1 APP 2发标未成交 607.02 542 87 02k-05k 64 0 4 NA NA NA NA NA NA NA NA NA NA 3 6线及以下
神马SEM大额 app 发标未成交 APP APP信息流 20 2018-07-24 4无学历 tb 5 17 APP 2发标未成交 577.59 489 70 missing 34 3 3 NA NA NA NA NA NA NA NA NA NA 5 4线
资产大额秋成科技二 app 发标未成交 APP APP贷超 3 2018-07-30 4无学历 wb 1 10 APP 2发标未成交 638.41 421 63 missing 55 8 5 NA NA NA NA NA NA NA NA NA NA 5 4线
今日头条大额 app 发标未成交 APP APP信息流 4 2018-07-29 4无学历 tb 0 6 APP 2发标未成交 636.47 770 51 02k-05k 50 0 0 NA NA NA NA NA NA NA NA NA NA 4 5线
广点通 app 发标未成交 APP APP信息流 6 2018-08-03 4无学历 tb 0 1 APP 2发标未成交 NA 533 37 02k-05k 13 0 0 NA NA NA NA NA NA NA NA NA NA 3 5线
大额广点通 app 发标未成交 APP APP信息流 19 2018-07-20 4无学历 tb 12 3 APP 2发标未成交 640.09 386 71 0-0 54 11 0 NA NA NA NA NA NA NA NA NA NA 5 2线
资产大额秋成科技 app 纯新 APP APP贷超 1 2018-07-29 2本科 wb 0 2 APP 5纯新 657.7 829 60 08k-15k 51 0 2 93889 60800 15 0 12570 8438 3 0 0 0 1 3线
今日头条大额 app 发标未成交 APP APP信息流 1 2018-07-22 4无学历 wb 0 8 APP 2发标未成交 645.53 608 34 05k-08k 32 0 0 30000 15000 9 0 0 3056 0 0 0 0 3 2线
大额优借 app 发标未成交 APP APP贷超 3 2018-08-11 4无学历 tb 0 4 APP 2发标未成交 641.23 573 31 missing 45 1 1 NA NA NA NA NA NA NA NA NA NA 5 4线
原点时空大额 app 纯新 APP APP信息流 9 2018-07-15 4无学历 wb 0 3 APP 1戳额无额度 635.46 364 45 missing 77 16 0 NA NA NA NA NA NA NA NA NA NA 4 6线及以下
原点时空大额 app 发标未成交 APP APP信息流 12 2018-08-10 4无学历 tb 0 26 APP 2发标未成交 606.86 500 59 02k-05k 9 2 0 NA NA NA NA NA NA NA NA NA NA 5 4线
原点时空大额 app 发标未成交 APP APP信息流 2 2018-07-24 3专科 bb 4 13 APP 2发标未成交 596.31 500 54 02k-05k 42 0 0 NA NA NA NA NA NA NA NA NA NA 4 2线
神马SEM大额 app 纯新 APP APP信息流 12 2018-08-02 4无学历 tb 0 3 APP 1戳额无额度 642.23 665 60 02k-05k 26 5 2 NA NA NA NA NA NA NA NA NA NA 4 1线
百融白名单 app 发标未成交 APP APP贷超 3 2018-08-10 3专科 gjj -1 0 APP 2发标未成交 661.22 806 40 02k-05k 78 0 7 NA NA NA NA NA NA NA NA NA NA 2 2线
广点通 app 发标未成交 APP APP信息流 3 2018-08-09 4无学历 wb 0 17 APP 2发标未成交 604.82 570 48 0-0 76 0 10 NA NA NA NA NA NA NA NA NA NA 5 5线
广点通 app 发标未成交 APP APP信息流 -1 2018-07-29 4无学历 xiaoe_m -1 0 M站 2发标未成交 643.31 589 74 05k-08k 51 0 11 NA NA NA NA NA NA NA NA NA NA 5 3线
百融白名单 app 纯新 APP APP贷超 1 2018-07-26 3专科 tb 0 2 APP 5纯新 685.23 773 61 02k-05k 45 1 1 10000 14000 3 0 2445 985 2 0 0 0 1 3线
大额广点通 app 纯新 APP APP信息流 14 2018-07-16 4无学历 bb 0 3 APP 5纯新 NA 451 50 missing 6 1 0 NA NA NA NA NA NA NA NA NA NA 2 4线
广点通 app 发标未成交 APP APP信息流 -1 2018-07-17 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA 671 85 missing 43 0 0 NA NA NA NA NA NA NA NA NA NA 4 5线
资产大额秋成科技 app 发标未成交 APP APP贷超 2 2018-08-11 4无学历 wb 0 16 APP 2发标未成交 724.41 812 52 0-02k 58 7 4 NA NA NA NA NA NA NA NA NA NA 3 2线
百融白名单 app 发标未成交 APP APP贷超 5 2018-08-08 4无学历 wb 4 8 APP 2发标未成交 654.26 735 50 missing 31 0 2 NA NA NA NA NA NA NA NA NA NA 2 5线
神马SEM大额 app 戳额无额度 APP APP信息流 2 2018-07-31 4无学历 tb 2 4 APP 4有额未发标 647 640 48 0-02k 48 0 0 NA NA NA NA NA NA NA NA NA NA 1 2线
资产大额秋成科技 app 纯新 APP APP贷超 -1 2018-08-12 4无学历 xiaoe_m 9 0 M站 1戳额无额度 642.67 418 38 missing 19 0 2 NA NA NA NA NA NA NA NA NA NA 3 5线
资产大额秋成科技 app 发标未成交 APP APP贷超 4 2018-07-29 4无学历 tb 0 5 APP 2发标未成交 640.34 625 92 missing 38 0 0 NA NA NA NA NA NA NA NA NA NA 3 6线及以下
今日头条大额 app 发标未成交 APP APP信息流 13 2018-07-31 4无学历 tb 0 2 APP 2发标未成交 643.2 577 57 0-0 20 1 1 NA NA NA NA NA NA NA NA NA NA 1 4线
粉丝通凯美大额 app 发标未成交 APP APP信息流 2 2018-08-07 4无学历 wb 0 1 APP 2发标未成交 658.92 830 32 02k-05k 3 0 0 NA NA NA NA NA NA NA NA NA NA 1 4线
广点通 app 发标未成交 APP APP信息流 13 2018-08-07 4无学历 wb 0 2 APP 2发标未成交 NA 383 40 05k-08k 53 6 5 NA NA NA NA NA NA NA NA NA NA 5 5线
广点通 app 发标未成交 APP APP信息流 6 2018-07-21 4无学历 tb 0 2 APP 2发标未成交 639.09 646 59 02k-05k 21 1 0 NA NA NA NA NA NA NA NA NA NA NA 2线
资产大额秋成科技 app 发标未成交 APP APP贷超 7 2018-07-31 4无学历 wb -1 2 APP 2发标未成交 643.03 NA 36 02k-05k 20 0 1 NA NA NA NA NA NA NA NA NA NA 5 5线
百融白名单 app 发标未成交 APP APP贷超 2 2018-08-03 4无学历 wb -1 0 APP 2发标未成交 NA 801 40 02k-05k 38 0 0 33000 13000 11 0 2059 17264 1 0 0 15 2 3线
资产大额秋成科技 app 发标未成交 APP APP贷超 5 2018-07-31 4无学历 wb 0 1 APP 2发标未成交 NA 590 38 missing 32 4 4 NA NA NA NA NA NA NA NA NA NA 5 4线
今日头条大额 app 纯新 APP APP信息流 5 2018-08-08 4无学历 bb 0 1 APP 5纯新 NA 584 74 08k-15k 17 2 0 NA NA NA NA NA NA NA NA NA NA 2 6线及以下
广点通 app 发标未成交 APP APP信息流 4 2018-07-18 4无学历 tb 10 56 APP 2发标未成交 510.77 373 55 missing 75 0 0 NA NA NA NA NA NA NA NA NA NA 5 2线
原点时空大额 app 发标未成交 APP APP信息流 2 2018-07-24 4无学历 tb 16 16 APP 2发标未成交 515.5 705 18 missing 43 3 1 NA NA NA NA NA NA NA NA NA NA 3 3线
大额广点通 app 发标未成交 APP APP信息流 10 2018-07-20 4无学历 tb 0 13 APP 2发标未成交 646.88 NA 81 0-0 18 5 1 NA NA NA NA NA NA NA NA NA NA 4 5线
广点通 app 发标未成交 APP APP信息流 3 2018-08-02 4无学历 bb 1 5 APP 2发标未成交 515.26 648 74 02k-05k 33 10 5 NA NA NA NA NA NA NA NA NA NA 1 3线
百融白名单 app 发标未成交 APP APP贷超 12 2018-07-28 4无学历 wb 0 3 APP 2发标未成交 NA 559 75 02k-05k 30 0 3 NA NA NA NA NA NA NA NA NA NA 4 5线
大额广点通 app 发标未成交 APP APP信息流 13 2018-07-19 4无学历 tb 0 1 APP 2发标未成交 632.08 568 72 missing 36 4 4 NA NA NA NA NA NA NA NA NA NA 3 3线
大额广点通 app 发标未成交 APP APP信息流 -1 2018-07-17 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA NA 48 05k-08k 53 0 0 NA NA NA NA NA NA NA NA NA NA 4 3线
资产大额秋成科技 app 发标未成交 APP APP贷超 2 2018-07-26 3专科 tb 0 1 APP 2发标未成交 716.85 520 NA missing 30 2 1 NA NA NA NA NA NA NA NA NA NA 2 6线及以下
大额优借 app 成交 APP APP贷超 19 2018-07-24 4无学历 wb 0 22 APP 2成交 NA NA 41 0-02k 29 5 5 NA NA NA NA NA NA NA NA NA NA 5 5线
今日头条大额2 app 发标未成交 APP APP信息流 16 2018-08-01 4无学历 wb 0 2 APP 2发标未成交 NA 544 78 02k-05k 37 0 3 NA NA NA NA NA NA NA NA NA NA 4 6线及以下
广点通 app 发标未成交 APP APP信息流 -1 2018-07-25 4无学历 xiaoe_m -1 0 M站 2发标未成交 631.95 386 74 missing 87 0 2 NA NA NA NA NA NA NA NA NA NA NA 6线及以下
大额广点通 app 戳额无额度 APP APP信息流 18 2018-07-17 4无学历 wb 5 30 APP 1戳额无额度 627.42 462 68 02k-05k 59 0 9 NA NA NA NA NA NA NA NA NA NA 5 5线
今日头条大额 app 发标未成交 APP APP信息流 6 2018-07-22 4无学历 wb 0 5 APP 2发标未成交 608.96 777 51 0-0 42 8 0 NA NA NA NA NA NA NA NA NA NA 2 4线
百融白名单 app 发标未成交 APP APP贷超 13 2018-07-31 4无学历 wb 0 3 APP 2发标未成交 599.81 527 67 02k-05k 7 0 0 NA NA NA NA NA NA NA NA NA NA 4 5线
百融白名单 app 发标未成交 APP APP贷超 6 2018-08-01 4无学历 tb -1 0 APP 2发标未成交 NA 424 64 missing 34 7 4 65333 18000 4 0 10105 11506 2 0 0 0 4 2线
神马SEM大额 app 发标未成交 APP APP信息流 7 2018-08-04 4无学历 wb 0 4 APP 2发标未成交 NA 623 58 05k-08k 34 4 3 NA NA NA NA NA NA NA NA NA NA 5 5线
资产大额秋成科技 app 发标未成交 APP APP贷超 6 2018-07-24 4无学历 tb 0 8 APP 2发标未成交 600.7 555 40 0-0 72 9 0 NA NA NA NA NA NA NA NA NA NA 4 4线
百融白名单 app 发标未成交 APP APP贷超 2 2018-07-23 4无学历 wb 0 24 APP 2发标未成交 603.18 508 47 missing 38 0 0 NA NA NA NA NA NA NA NA NA NA 5 1线
资产大额秋成科技 app 发标未成交 APP APP贷超 2 2018-07-28 4无学历 wb 0 2 APP 2发标未成交 630 410 33 missing 44 2 2 NA NA NA NA NA NA NA NA NA NA 3 2线
资产大额秋成科技二 app 纯新 APP APP贷超 12 2018-07-28 4无学历 wb 0 7 APP 1戳额无额度 NA 576 26 02k-05k 90 29 12 NA NA NA NA NA NA NA NA NA NA 5 2线
资产大额秋成科技 app 发标未成交 APP APP贷超 8 2018-07-29 4无学历 wb 1 1 APP 2发标未成交 NA 710 61 08k-15k 49 0 6 NA NA NA NA NA NA NA NA NA NA 3 2线
原点时空大额 app 发标未成交 APP APP信息流 11 2018-07-16 4无学历 tb 0 8 APP 2发标未成交 604.99 573 43 missing 60 0 10 NA NA NA NA NA NA NA NA NA NA 5 5线
资产大额秋成科技 app 发标未成交 APP APP贷超 11 2018-07-27 4无学历 wb 0 5 APP 2发标未成交 642.91 NA 70 05k-08k 30 0 0 NA NA NA NA NA NA NA NA NA NA 3 6线及以下
资产大额秋成科技 app 发标未成交 APP APP贷超 -1 2018-07-15 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA 445 63 missing NA NA NA NA NA NA NA NA NA NA NA NA NA 5 4线
资产大额秋成科技 app 发标未成交 APP APP贷超 -1 2018-08-05 4无学历 xiaoe_m -1 0 M站 2发标未成交 NA 517 58 missing NA NA NA NA NA NA NA NA NA NA NA NA NA 5 3线
广点通 app 发标未成交 APP APP信息流 2 2018-07-29 4无学历 tb 2 1 APP 2发标未成交 678.28 563 49 missing 22 0 0 NA NA NA NA NA NA NA NA NA NA 5 5线
今日头条大额 app 成交 APP APP信息流 16 2018-07-19 3专科 tb 0 21 APP 2成交 NA 339 40 missing 74 30 19 NA NA NA NA NA NA NA NA NA NA 2 3线
百融白名单 app 发标未成交 APP APP贷超 18 2018-08-06 4无学历 wb -1 0 APP 2发标未成交 545.57 NA 37 05k-08k 68 0 0 NA NA NA NA NA NA NA NA NA NA 3 2线
神马SEM大额 app 发标未成交 APP APP信息流 19 2018-07-22 4无学历 gxb_m 4 15 M站 2发标未成交 NA 331 79 02k-05k 90 0 16 NA NA NA NA NA NA NA NA NA NA NA 5线
今日头条大额 app 发标未成交 APP APP信息流 5 2018-07-30 4无学历 wb 0 1 APP 2发标未成交 641.99 655 74 0-0 33 0 3 6000 8000 2 0 1033 6908 2 0 0 0 1 5线
粉丝通凯美大额 app 发标未成交 APP APP信息流 9 2018-08-09 3专科 tb -1 2 APP 2发标未成交 629.53 745 66 0-0 10 0 0 NA NA NA NA NA NA NA NA NA NA 3 1线
百融白名单 app 发标未成交 APP APP贷超 2 2018-08-01 4无学历 tb -1 0 APP 2发标未成交 546.38 726 50 missing 85 0 0 NA NA NA NA NA NA NA NA NA NA 3 3线
神马SEM大额 app 发标未成交 APP APP信息流 4 2018-07-31 4无学历 tb 6 8 APP 2发标未成交 639.46 667 57 missing 14 0 0 NA NA NA NA NA NA NA NA NA NA 4 3线
百融白名单 app 发标未成交 APP APP贷超 7 2018-07-27 4无学历 tb -1 0 APP 2发标未成交 513.06 508 45 missing 90 10 7 NA NA NA NA NA NA NA NA NA NA 2 3线
今日头条大额 app 发标未成交 APP APP信息流 1 2018-08-06 4无学历 tb 0 3 APP 2发标未成交 636.96 654 80 02k-05k 12 0 0 NA NA NA NA NA NA NA NA NA NA 3 5线
原点时空大额 app 发标未成交 APP APP信息流 -1 2018-08-06 4无学历 xiaoe_m -1 0 M站 2发标未成交 624.31 578 88 missing 27 0 0 NA NA NA NA NA NA NA NA NA NA 5 4线
今日头条大额2 app 发标未成交 APP APP信息流 4 2018-08-05 4无学历 tb 0 5 APP 2发标未成交 510.61 612 60 missing 28 0 0 NA NA NA NA NA NA NA NA NA NA 5 5线
资产大额秋成科技 app 发标未成交 APP APP贷超 14 2018-07-31 4无学历 wb 0 2 APP 2发标未成交 642.5 490 63 missing 0 NA NA NA NA NA NA NA NA NA NA NA NA 5 6线及以下
资产大额秋成科技 app 发标未成交 APP APP贷超 11 2018-08-10 4无学历 tb 0 6 APP 2发标未成交 NA 520 70 0-0 12 2 1 NA NA NA NA NA NA NA NA NA NA 5 1线
今日头条大额2 app 纯新 APP APP信息流 7 2018-07-31 4无学历 wb 4 1 APP 5纯新 NA 502 75 02k-05k 22 0 0 NA NA NA NA NA NA NA NA NA NA 3 4线
原点时空大额 app 发标未成交 APP APP信息流 6 2018-07-27 4无学历 tb 0 5 APP 2发标未成交 NA 625 43 missing 37 0 6 NA NA NA NA NA NA NA NA NA NA 4 2线
今日头条大额2 app 发标未成交 APP APP信息流 12 2018-08-08 4无学历 wb 0 23 APP 2发标未成交 510.92 381 89 0-0 49 0 3 NA NA NA NA NA NA NA NA NA NA 5 5线
原点时空大额 app 发标未成交 APP APP信息流 17 2018-07-18 4无学历 tb 19 64 APP 2发标未成交 517.53 340 47 missing 66 8 4 NA NA NA NA NA NA NA NA NA NA 5 3线
资产大额秋成科技 app 纯新 APP APP贷超 3 2018-07-23 4无学历 wb 0 1 APP 2发标未成交 643.99 549 40 02k-05k 22 1 0 23000 18000 9 0 852 14671 0 0 0 0 1 4线
资产大额秋成科技 app 发标未成交 APP APP贷超 4 2018-08-01 4无学历 tb 0 2 APP 2发标未成交 636.15 638 42 missing 37 2 1 NA NA NA NA NA NA NA NA NA NA 3 2线
广点通 app 发标未成交 APP APP信息流 -1 2018-08-10 4无学历 xiaoe_m 5 0 M站 2发标未成交 642.04 563 36 missing 32 4 0 NA NA NA NA NA NA NA NA NA NA 4 5线
广点通 app 发标未成交 APP APP信息流 6 2018-07-19 4无学历 tb 2 11 APP 2发标未成交 632.42 404 73 missing 46 0 0 NA NA NA NA NA NA NA NA NA NA 5 5线
资产大额秋成科技 app 纯新 APP APP贷超 14 2018-07-19 4无学历 tb 3 5 APP 5纯新 NA NA 70 02k-05k 38 6 5 NA NA NA NA NA NA NA NA NA NA 5 6线及以下
大额优借 app 发标未成交 APP APP贷超 3 2018-07-21 4无学历 tb 0 3 APP 2发标未成交 649.47 501 49 05k-08k 16 3 3 36000 150000 9 0 14837 19828 2 0 0 0 2 6线及以下
广点通 app 发标未成交 APP APP信息流 11 2018-08-02 4无学历 wb 1 2 APP 2发标未成交 NA 496 42 missing 14 2 1 NA NA NA NA NA NA NA NA NA NA 5 4线
广点通 app 发标未成交 APP APP信息流 -1 2018-07-25 4无学历 xiaoe_m -1 0 M站 2发标未成交 637.3 712 65 missing 44 0 0 NA NA NA NA NA NA NA NA NA NA 4 4线
广点通 app 发标未成交 APP APP信息流 7 2018-07-28 4无学历 wb 0 8 APP 2发标未成交 NA 479 62 05k-08k 33 0 0 NA NA NA NA NA NA NA NA NA NA 5 6线及以下
粉丝通凯美大额 app 发标未成交 APP APP信息流 7 2018-08-03 4无学历 wb 0 1 APP 2发标未成交 NA 705 41 missing 6 0 0 NA NA NA NA NA NA NA NA NA NA 2 1线
百融 app 发标未成交 APP NA -1 2018-08-06 4无学历 xiaoe_m -1 0 M站 2发标未成交 630.21 547 63 0-0 24 0 0 NA NA NA NA NA NA NA NA NA NA 4 1线
广点通 app 发标未成交 APP APP信息流 14 2018-08-11 4无学历 tb 0 16 APP 2发标未成交 NA 552 72 missing 51 6 0 NA NA NA NA NA NA NA NA NA NA 5 6线及以下
资产大额秋成科技 app 发标未成交 APP APP贷超 -1 2018-08-06 4无学历 xiaoe_m -1 0 M站 5纯新 NA 527 36 missing NA NA NA NA NA NA NA NA NA NA NA NA NA 5 2线
资产大额秋成科技 app 发标未成交 APP APP贷超 5 2018-08-02 4无学历 tb 0 1 APP 2发标未成交 NA 561 46 02k-05k 20 1 1 NA NA NA NA NA NA NA NA NA NA 2 5线
大额广点通 app 纯新 APP APP信息流 5 2018-07-15 4无学历 tb 0 1 APP 2发标未成交 NA 538 47 05k-08k 33 3 1 25000 35020 10 0 3198 6893 2 0 0 6 3 3线
广点通 app 发标未成交 APP APP信息流 15 2018-07-20 4无学历 wb 0 4 APP 2发标未成交 NA 697 51 missing 16 3 0 NA NA NA NA NA NA NA NA NA NA 4 4线
资产大额秋成科技二 app 发标未成交 APP APP贷超 2 2018-07-22 4无学历 tb 0 1 APP 2发标未成交 736.23 468 73 missing 56 0 0 NA NA NA NA NA NA NA NA NA NA 4 1线
百融白名单 app 发标未成交 APP APP贷超 1 2018-07-30 3专科 wb 0 2 APP 2发标未成交 747.24 517 51 missing 0 NA NA 126793 42000 9 0 0 22579 0 0 0 0 1 4线
资产大额秋成科技 app 发标未成交 APP APP贷超 1 2018-08-08 3专科 tb 0 7 APP 2发标未成交 721.82 714 47 05k-08k 39 2 0 NA NA NA NA NA NA NA NA NA NA 3 2线
资产大额秋成科技 app 发标未成交 APP APP贷超 13 2018-07-31 4无学历 wb 2 22 APP 2发标未成交 630.34 496 77 0-0 70 0 0 NA NA NA NA NA NA NA NA NA NA 5 1线
资产大额秋成科技 app 发标未成交 APP APP贷超 1 2018-07-25 4无学历 wb 0 10 APP 2发标未成交 513.83 633 43 0-0 33 0 2 NA NA NA NA NA NA NA NA NA NA 4 1线
大额广点通 app 发标未成交 APP APP信息流 16 2018-07-25 4无学历 wb 0 10 APP 2发标未成交 616.88 440 79 0-02k 22 3 2 NA NA NA NA NA NA NA NA NA NA 4 2线
今日头条大额2 app 发标未成交 APP APP信息流 13 2018-08-12 4无学历 wb 9 25 APP 2发标未成交 607.62 532 50 08k-15k 65 0 0 NA NA NA NA NA NA NA NA NA NA 4 5线
